id,created_at,created_at_datetime,text,lang,in_reply_to,is_quote_status,quote,retweeted_tweet,possibly_sensitive,possibly_sensitive_editable,quote_count,media,reply_count,favorite_count,favorited,view_count,retweet_count,editable_until_msecs,is_translatable,is_edit_eligible,edits_remaining,state,replies,reply_to,related_tweets,hashtags,poll,has_card,thumbnail_title,thumbnail_url,urls,full_text,User ID,User Created At,User Name,User Screen Name,User Profile Image URL,User Profile Banner URL,User URL,User Location,User Description,User Description URLs,User URLs,User Pinned Tweet IDs,User Blue Verified,User Verified,User Possibly Sensitive,User Can DM,User Can Media Tag,User Want Retweets,User Default Profile,User Default Profile Image,User Has Custom Timelines,User Followers Count,User Fast Followers Count,User Normal Followers Count,User Following Count,User Favorites Count,User Listed Count,User Media Count,User Statuses Count,User Is Translator,User Translator Type,User Withheld In Countries
1797309788956565761,Sun Jun 02 16:50:20 +0000 2024,2024-06-02 16:50:20+00:00,"@centregoals He's got to give the impression it actually means something, bless him!
😭😭😭
#Ronaldo #saudicup https://t.co/oWGhCMIFid",en,1796650886409949244,False,,,False,True,0,"[{'display_url': 'pic.x.com/owghcmifid', 'expanded_url': 'https://twitter.com/jamiejammo7/status/1797309788956565761/photo/1', 'id_str': '1797309781461405696', 'indices': [108, 131], 'media_key': '16_1797309781461405696', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/GPFTuUNXkAAR5l5.jpg', 'type': 'animated_gif', 'url': 'https://t.co/oWGhCMIFid', 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 278, 'w': 498, 'resize': 'fit'}, 'medium': {'h': 278, 'w': 498, 'resize': 'fit'}, 'small': {'h': 278, 'w': 498, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 278, 'width': 498, 'focus_rects': []}, 'video_info': {'aspect_ratio': [249, 139], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/GPFTuUNXkAAR5l5.mp4'}]}, 'media_results': {'result': {'media_key': '16_1797309781461405696'}}}]",0,0,False,6,0,1717350620000,False,False,5,EnabledWithCount,,,,"['Ronaldo', 'saudicup']",,False,,,[],"@centregoals He's got to give the impression it actually means something, bless him!
😭😭😭
#Ronaldo #saudicup https://t.co/oWGhCMIFid",2147544018,Mon Oct 21 19:11:05 +0000 2013,JamieMcn7,jamiejammo7,https://pbs.twimg.com/profile_images/1528078395594137600/quLWaIeU_normal.jpg,https://pbs.twimg.com/profile_banners/2147544018/1572907299,,,There is more to life than...,[],,['949398516950061056'],False,False,False,False,False,False,True,False,True,1392,0,1392,1622,17099,8,5975,26205,False,none,[]
1796832742870847800,Sat Jun 01 09:14:44 +0000 2024,2024-06-01 09:14:44+00:00,Al-Hilal wins Al-Nassr by Ronaldo’s side to take Saudi Cup and accomplish double remarkable triumph!  #AlHilal #SaudiCup #Ronaldo #AlNassr #FootballVictory #DoubleTriumph #SoccerChampions #SportsNews #WinningMoment #FootballFans #ChampionSpirit https://t.co/smvLwfR2AO,en,,False,,,False,True,0,"[{'display_url': 'pic.x.com/smvlwfr2ao', 'expanded_url': 'https://twitter.com/HassanZarha/status/1796832742870847800/photo/1', 'id_str': '1796832708150341632', 'indices': [245, 268], 'media_key': '3_1796832708150341632', 'media_url_https': 'https://pbs.twimg.com/media/GO-h0_oasAA7qCc.png', 'type': 'photo', 'url': 'https://t.co/smvLwfR2AO', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 476, 'y': 173, 'h': 45, 'w': 45}, {'x': 23, 'y': 76, 'h': 41, 'w': 41}, {'x': 368, 'y': 66, 'h': 50, 'w': 50}, {'x': 398, 'y': 106, 'h': 51, 'w': 51}, {'x': 511, 'y': 111, 'h': 44, 'w': 44}, {'x': 587, 'y': 223, 'h': 56, 'w': 56}]}, 'medium': {'faces': [{'x': 476, 'y': 173, 'h': 45, 'w': 45}, {'x': 23, 'y': 76, 'h': 41, 'w': 41}, {'x': 368, 'y': 66, 'h': 50, 'w': 50}, {'x': 398, 'y': 106, 'h': 51, 'w': 51}, {'x': 511, 'y': 111, 'h': 44, 'w': 44}, {'x': 587, 'y': 223, 'h': 56, 'w': 56}]}, 'small': {'faces': [{'x': 476, 'y': 173, 'h': 45, 'w': 45}, {'x': 23, 'y': 76, 'h': 41, 'w': 41}, {'x': 368, 'y': 66, 'h': 50, 'w': 50}, {'x': 398, 'y': 106, 'h': 51, 'w': 51}, {'x': 511, 'y': 111, 'h': 44, 'w': 44}, {'x': 587, 'y': 223, 'h': 56, 'w': 56}]}, 'orig': {'faces': [{'x': 476, 'y': 173, 'h': 45, 'w': 45}, {'x': 23, 'y': 76, 'h': 41, 'w': 41}, {'x': 368, 'y': 66, 'h': 50, 'w': 50}, {'x': 398, 'y': 106, 'h': 51, 'w': 51}, {'x': 511, 'y': 111, 'h': 44, 'w': 44}, {'x': 587, 'y': 223, 'h': 56, 'w': 56}]}}, 'sizes': {'large': {'h': 356, 'w': 680, 'resize': 'fit'}, 'medium': {'h': 356, 'w': 680, 'resize': 'fit'}, 'small': {'h': 356, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 356, 'width': 680, 'focus_rects': [{'x': 44, 'y': 0, 'w': 636, 'h': 356}, {'x': 211, 'y': 0, 'w': 356, 'h': 356}, {'x': 233, 'y': 0, 'w': 312, 'h': 356}, {'x': 300, 'y': 0, 'w': 178, 'h': 356}, {'x': 0, 'y': 0, 'w': 680, 'h': 356}]}, 'allow_download_status': {'allow_download': True}, 'media_results': {'result': {'media_key': '3_1796832708150341632'}}}]",0,0,False,136,0,1717236884000,False,True,5,EnabledWithCount,,,,"['AlHilal', 'SaudiCup', 'Ronaldo', 'AlNassr', 'FootballVictory', 'DoubleTriumph', 'SoccerChampions', 'SportsNews', 'WinningMoment', 'FootballFans', 'ChampionSpirit']",,False,,,[],Al-Hilal wins Al-Nassr by Ronaldo’s side to take Saudi Cup and accomplish double remarkable triumph!  #AlHilal #SaudiCup #Ronaldo #AlNassr #FootballVictory #DoubleTriumph #SoccerChampions #SportsNews #WinningMoment #FootballFans #ChampionSpirit https://t.co/smvLwfR2AO,1769601972217446400,Mon Mar 18 05:50:56 +0000 2024,Hassan Zarha,HassanZarha,https://pbs.twimg.com/profile_images/1769606347623223296/EjWIGe3R_normal.jpg,https://pbs.twimg.com/profile_banners/1769601972217446400/1710742989,,Iran,"I enjoy the outdoors, I love sports,   I love the news 
#MiddleEast #global",[],,[],False,False,False,False,True,False,True,False,False,40,0,40,18,90,0,184,489,False,none,[]
1796652503313825902,Fri May 31 21:18:31 +0000 2024,2024-05-31 21:18:31+00:00,Christiano Ronaldo’s tears make me consider how much bonus was proposed to him. 20M Euros maybe? #SaudiCup #KingsCup,en,,False,,,,,0,,0,0,False,105,0,1717193911000,False,True,5,EnabledWithCount,,,,"['SaudiCup', 'KingsCup']",,False,,,[],Christiano Ronaldo’s tears make me consider how much bonus was proposed to him. 20M Euros maybe? #SaudiCup #KingsCup,518009887,Wed Mar 07 22:59:30 +0000 2012,Mert Efe ÖZUYGUN,mertefeozuygun,https://pbs.twimg.com/profile_images/1538259305060831234/BHakKBiX_normal.jpg,https://pbs.twimg.com/profile_banners/518009887/1656410052,,,"Emniyet ve Güvenlik Bilimleri Doktora Okulu (Doctoral School on Safety and Security Sciences), #PhD , #Fenerbahçe , #Atatürk , #Kadıköy. Türkiyeli değil TÜRK.",[],,['1537553649160822785'],False,False,False,True,True,False,False,False,True,445,0,445,543,30777,8,719,6321,False,regular,[]
1785954914138505470,Thu May 02 08:50:07 +0000 2024,2024-05-02 08:50:07+00:00,"Cristiano Ronaldo doing what he knows how to do best yesterday by scoring a brace to earn Al Nassr a spot in the Saudi King's Cup final.👏⭐️
https://t.co/XhibgYHdmn
#SaudiArabia #SaudiCup",en,,False,,,False,True,0,"[{'display_url': 'pic.x.com/xhibgyhdmn', 'expanded_url': 'https://twitter.com/KingCupSA/status/1785769447099121838/video/1', 'id_str': '1785768765721923584', 'indices': [140, 163], 'media_key': '13_1785768765721923584', 'media_url_https': 'https://pbs.twimg.com/media/GMhTy0oWkAANMjX.jpg', 'source_status_id_str': '1785769447099121838', 'source_user_id_str': '1604867929723527168', 'type': 'video', 'url': 'https://t.co/XhibgYHdmn', 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False, 'source_user': {'user_results': {'result': {'__typename': 'User', 'id': 'VXNlcjoxNjA0ODY3OTI5NzIzNTI3MTY4', 'rest_id': '1604867929723527168', 'affiliates_highlighted_label': {'label': {'url': {'url': 'https://twitter.com/saudiFF', 'urlType': 'DeepLink'}, 'badge': {'url': 'https://pbs.twimg.com/profile_images/1763566311617986560/VfUWk4L4_bigger.jpg'}, 'description': 'الاتحاد السعودي لكرة القدم', 'userLabelType': 'BusinessLabel', 'userLabelDisplayType': 'Badge'}}, 'has_graduated_access': True, 'is_blue_verified': True, 'profile_image_shape': 'Square', 'legacy': {'can_dm': False, 'can_media_tag': True, 'created_at': 'Mon Dec 19 15:55:26 +0000 2022', 'default_profile': True, 'default_profile_image': False, 'description': 'الحساب الرسمي لمسابقة كأس خادم الحرمين الشريفين.\n\nThe official account of the King’s Cup.', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'saff.com.sa', 'expanded_url': 'http://www.saff.com.sa', 'url': 'https://t.co/EMNBdoSX67', 'indices': [0, 23]}]}}, 'fast_followers_count': 0, 'favourites_count': 4, 'followers_count': 34785, 'friends_count': 34, 'has_custom_timelines': False, 'is_translator': False, 'listed_count': 52, 'location': '', 'media_count': 1606, 'name': 'كأس خادم الحرمين الشريفين', 'normal_followers_count': 34785, 'pinned_tweet_ids_str': ['1800928716098519206'], 'possibly_sensitive': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1604867929723527168/1717204896', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1767991112403202048/ZJrWIGxG_normal.jpg', 'profile_interstitial_type': '', 'screen_name': 'KingCupSA', 'statuses_count': 1771, 'translator_type': 'none', 'url': 'https://t.co/EMNBdoSX67', 'verified': False, 'verified_type': 'Business', 'want_retweets': False, 'withheld_in_countries': []}, 'professional': {'rest_id': '1611728188996034560', 'professional_type': 'Business', 'category': []}}}}}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 1512, 'w': 2048, 'resize': 'fit'}, 'medium': {'h': 886, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 502, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 2933, 'width': 3972, 'focus_rects': []}, 'allow_download_status': {'allow_download': False}, 'video_info': {'aspect_ratio': [4, 5], 'duration_millis': 113933, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1785768765721923584/pl/tP3M_bTONCUY_i7i.m3u8?tag=16'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1785768765721923584/vid/avc1/320x400/Oawb0nayoEgm3fOn.mp4?tag=16'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1785768765721923584/vid/avc1/480x600/OpLsOQJPt71BkKo9.mp4?tag=16'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1785768765721923584/vid/avc1/720x900/F1kBML6-3pqgqYs3.mp4?tag=16'}, {'bitrate': 10368000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1785768765721923584/vid/avc1/1080x1350/2La6Mt2ydtdDxdtK.mp4?tag=16'}]}, 'media_results': {'result': {'media_key': '13_1785768765721923584'}}}]",0,0,False,73,0,1714643407000,False,True,5,EnabledWithCount,,,,"['SaudiArabia', 'SaudiCup']",,False,,,[],"Cristiano Ronaldo doing what he knows how to do best yesterday by scoring a brace to earn Al Nassr a spot in the Saudi King's Cup final.👏⭐️
https://t.co/XhibgYHdmn
#SaudiArabia #SaudiCup",1156191853575901185,Tue Jul 30 13:16:33 +0000 2019,LuckyBet Nigeria,LuckybetNG,https://pbs.twimg.com/profile_images/1361674370716942338/xj7mWPxm_normal.jpg,https://pbs.twimg.com/profile_banners/1156191853575901185/1711059891,https://t.co/BMFjHvFktY,Nigeria,You too can Get Lucky....Get Rich! Visit https://t.co/4Iw7aVtqaD to get started. Contact our Customer Support Team via 02013506666 Or 02015266100,"[{'display_url': 'luckybet.ng/Sport/sign-up', 'expanded_url': 'http://luckybet.ng/Sport/sign-up', 'url': 'https://t.co/4Iw7aVtqaD', 'indices': [41, 64]}]","[{'display_url': 'luckybet.ng', 'expanded_url': 'https://www.luckybet.ng', 'url': 'https://t.co/BMFjHvFktY', 'indices': [0, 23]}]",['1785293749880332451'],False,False,False,True,True,False,True,False,False,1234,0,1234,76,428,0,5633,8444,False,none,[]
1785812170074177945,Wed May 01 23:22:54 +0000 2024,2024-05-01 23:22:54+00:00,Exciting news for football fans! Ronaldo leads Al-Nassr to clash with Al-Hilal in the final of the Saudi Cup. Read all the thrilling details and match highlights here: https://t.co/CvI5M8xt7w. Don't miss out on this epic showdown! #Football #SaudiCup,en,,False,,,False,True,0,,0,0,False,26,0,1714609374000,False,True,5,EnabledWithCount,,,,"['Football', 'SaudiCup']",,False,,,"[{'display_url': 'shohubnews.com/archives/261212', 'expanded_url': 'https://shohubnews.com/archives/261212', 'url': 'https://t.co/CvI5M8xt7w', 'indices': [168, 191]}]",Exciting news for football fans! Ronaldo leads Al-Nassr to clash with Al-Hilal in the final of the Saudi Cup. Read all the thrilling details and match highlights here: https://t.co/CvI5M8xt7w. Don't miss out on this epic showdown! #Football #SaudiCup,1758544426694025218,Fri Feb 16 17:31:02 +0000 2024,شهب نيوز,shohubnews,https://pbs.twimg.com/profile_images/1760318501833637888/aUIIxLzv_normal.jpg,https://pbs.twimg.com/profile_banners/1758544426694025218/1708527620,https://t.co/V1UfwtpWvX,,,[],"[{'display_url': 'shohubnews.com', 'expanded_url': 'http://www.shohubnews.com', 'url': 'https://t.co/V1UfwtpWvX', 'indices': [0, 23]}]",['1790694489519968764'],False,False,False,False,True,False,True,False,False,20,0,20,38,1,0,11852,16420,False,none,[]
1779327113327423817,Sun Apr 14 01:53:36 +0000 2024,2024-04-14 01:53:36+00:00,"Astonishing moment fan whips player in Saudi Super Cup final
https://t.co/W3qVsoPlHp
#fifa #afc #saudicup #saudiarabia #alittihad #football #soccer",en,,False,,,False,True,0,,0,0,False,135,0,1713063216000,False,True,5,EnabledWithCount,,,,"['fifa', 'afc', 'saudicup', 'saudiarabia', 'alittihad', 'football', 'soccer']",,True,Astonishing moment fan whips player in Saudi Super Cup final,,"[{'display_url': 'youtube.com/watch?v=4K0z23…', 'expanded_url': 'https://www.youtube.com/watch?v=4K0z23ppOkE', 'url': 'https://t.co/W3qVsoPlHp', 'indices': [61, 84]}]","Astonishing moment fan whips player in Saudi Super Cup final
https://t.co/W3qVsoPlHp
#fifa #afc #saudicup #saudiarabia #alittihad #football #soccer",378212288,Thu Sep 22 20:41:18 +0000 2011,Mike Firpo,MikeFirpo,https://pbs.twimg.com/profile_images/1745516103760273409/li1bZCoF_normal.jpg,https://pbs.twimg.com/profile_banners/378212288/1521252362,https://t.co/p4nFiKDB62,From NYC. Live SLC. USA,North American Soccer Industry Mgr ★ @NYCosmos Campaign & Utah Soccer Founder ★ https://t.co/8yk45pufCk Coach ★ Travel & Tourism Expert ★ Longtime soccer builder,"[{'display_url': 'PiratesFutbol.com', 'expanded_url': 'http://PiratesFutbol.com', 'url': 'https://t.co/8yk45pufCk', 'indices': [80, 103]}]","[{'display_url': 'linkedin.com/in/mikefirpo', 'expanded_url': 'https://www.linkedin.com/in/mikefirpo', 'url': 'https://t.co/p4nFiKDB62', 'indices': [0, 23]}]",[],False,False,False,False,False,False,False,False,False,2130,0,2130,1133,3985,263,185,33752,False,none,[]
1778138910930899067,Wed Apr 10 19:12:07 +0000 2024,2024-04-10 19:12:07+00:00,There is a buzz around SPL leaders @Alhilal_EN with positivity of winning the #SaudiCup and not just bcoz a certain #Neymar is in #AbuDhabi when his team takes on @ittihad and Karim Benzema: https://t.co/jYsIxQTYz7 #football,en,,False,,,False,True,0,,0,0,False,127,0,1712779927000,False,True,5,EnabledWithCount,,,,"['SaudiCup', 'Neymar', 'AbuDhabi', 'football']",,True,Saudi Cup final: Neymar in Abu Dhabi as attacking Al Hilal take on Al Ittihad,https://pbs.twimg.com/card_img/1802252188254633984/-G73Tc09?format=jpg&name=orig,"[{'display_url': 'en.aletihad.ae/news/sport/447…', 'expanded_url': 'https://en.aletihad.ae/news/sport/4478180/saudi-cup-final--neymar-in-abu-dhabi-as-attacking-al-hilal-t', 'url': 'https://t.co/jYsIxQTYz7', 'indices': [191, 214]}]",There is a buzz around SPL leaders @Alhilal_EN with positivity of winning the #SaudiCup and not just bcoz a certain #Neymar is in #AbuDhabi when his team takes on @ittihad and Karim Benzema: https://t.co/jYsIxQTYz7 #football,32409333,Fri Apr 17 13:45:45 +0000 2009,Kuumar Kavita Shyam,Kumarsshyam_,https://pbs.twimg.com/profile_images/1051102702833422336/yfQw2Zi7_normal.jpg,https://pbs.twimg.com/profile_banners/32409333/1398263430,https://t.co/lq37V0uCb6,"Dubai, UAE & Mumbai","Sr Journalist @TheNationalUAE | #Bollywood, reviews | Sport | #MUFC | Serial reTweeter | RTs are not endorsements | (un) #Follow | Wannabe #entrepreneur |",[],"[{'display_url': 'kumar-shyam.com', 'expanded_url': 'http://kumar-shyam.com', 'url': 'https://t.co/lq37V0uCb6', 'indices': [0, 23]}]",[],False,False,False,False,False,False,False,False,False,5174,0,5174,1794,1974,36,244,8115,False,none,[]
1777782312874172834,Tue Apr 09 19:35:07 +0000 2024,2024-04-09 19:35:07+00:00,"In the craziness around #SaudiCup, a slighty late plug to my exclusive for @AletihadEn where I chat with ex-@SwansOfficial, @astonvilla defender @Neiltaylor311 on coaching at 35yrs and #UAEfootball: https://t.co/6AeOoBjDYL",en,,False,,,False,True,0,,0,0,False,60,0,1712694907000,False,True,5,EnabledWithCount,,,,"['SaudiCup', 'UAEfootball']",,True,"Ex-Swansea, Aston Villa defender hopes UAE football gets more inclusive",https://pbs.twimg.com/card_img/1800010674233278464/Tga690CB?format=jpg&name=orig,"[{'display_url': 'en.aletihad.ae/news/sport/447…', 'expanded_url': 'https://en.aletihad.ae/news/sport/4477999/ex-swansea--aston-villa-defender-hopes-uae-football-gets-mor', 'url': 'https://t.co/6AeOoBjDYL', 'indices': [199, 222]}]","In the craziness around #SaudiCup, a slighty late plug to my exclusive for @AletihadEn where I chat with ex-@SwansOfficial, @astonvilla defender @Neiltaylor311 on coaching at 35yrs and #UAEfootball: https://t.co/6AeOoBjDYL",32409333,Fri Apr 17 13:45:45 +0000 2009,Kuumar Kavita Shyam,Kumarsshyam_,https://pbs.twimg.com/profile_images/1051102702833422336/yfQw2Zi7_normal.jpg,https://pbs.twimg.com/profile_banners/32409333/1398263430,https://t.co/lq37V0uCb6,"Dubai, UAE & Mumbai","Sr Journalist @TheNationalUAE | #Bollywood, reviews | Sport | #MUFC | Serial reTweeter | RTs are not endorsements | (un) #Follow | Wannabe #entrepreneur |",[],"[{'display_url': 'kumar-shyam.com', 'expanded_url': 'http://kumar-shyam.com', 'url': 'https://t.co/lq37V0uCb6', 'indices': [0, 23]}]",[],False,False,False,False,False,False,False,False,False,5174,0,5174,1794,1974,36,244,8115,False,none,[]
1777477651281715491,Mon Apr 08 23:24:30 +0000 2024,2024-04-08 23:24:30+00:00,A charged atmosphere in #AbuDhabi but #CR7 fans' joy is shortlived as he gets red card and @AlNassrFC_EN lose 2-1 to @Alhilal_EN in the #SaudiCup https://t.co/gZzekFcTJt #Football bonanza for #EidAlFitr https://t.co/iR7dFQDV3d,en,,False,,,False,True,0,"[{'display_url': 'pic.x.com/ir7dfqdv3d', 'expanded_url': 'https://twitter.com/Kumarsshyam_/status/1777477651281715491/video/1', 'id_str': '1777477618201157632', 'indices': [203, 226], 'media_key': '7_1777477618201157632', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1777477618201157632/pu/img/XV_A2bWIT1NrKd3_.jpg', 'type': 'video', 'url': 'https://t.co/iR7dFQDV3d', 'additional_media_info': {'monetizable': False}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 1280, 'w': 720, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 675, 'resize': 'fit'}, 'small': {'h': 680, 'w': 383, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1280, 'width': 720, 'focus_rects': []}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 21983, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1777477618201157632/pu/pl/o8-o0GW7ZDMOS-7R.m3u8?tag=12'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1777477618201157632/pu/vid/avc1/320x568/puO6RELW-dPFLJDO.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1777477618201157632/pu/vid/avc1/480x852/VWxmfUWIg68jKFYG.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1777477618201157632/pu/vid/avc1/720x1280/SLzr8DczEmnxJ8rW.mp4?tag=12'}]}, 'media_results': {'result': {'media_key': '7_1777477618201157632'}}}]",0,0,False,125,0,1712622270000,False,True,5,EnabledWithCount,,,,"['AbuDhabi', 'CR7', 'SaudiCup', 'Football', 'EidAlFitr']",,False,,,"[{'display_url': 'en.aletihad.ae/news/sport/447…', 'expanded_url': 'https://en.aletihad.ae/news/sport/4477860/saudi-cup--al-hilal-send-ronaldo-s-al-nassr-packing--meet-be', 'url': 'https://t.co/gZzekFcTJt', 'indices': [146, 169]}]",A charged atmosphere in #AbuDhabi but #CR7 fans' joy is shortlived as he gets red card and @AlNassrFC_EN lose 2-1 to @Alhilal_EN in the #SaudiCup https://t.co/gZzekFcTJt #Football bonanza for #EidAlFitr https://t.co/iR7dFQDV3d,32409333,Fri Apr 17 13:45:45 +0000 2009,Kuumar Kavita Shyam,Kumarsshyam_,https://pbs.twimg.com/profile_images/1051102702833422336/yfQw2Zi7_normal.jpg,https://pbs.twimg.com/profile_banners/32409333/1398263430,https://t.co/lq37V0uCb6,"Dubai, UAE & Mumbai","Sr Journalist @TheNationalUAE | #Bollywood, reviews | Sport | #MUFC | Serial reTweeter | RTs are not endorsements | (un) #Follow | Wannabe #entrepreneur |",[],"[{'display_url': 'kumar-shyam.com', 'expanded_url': 'http://kumar-shyam.com', 'url': 'https://t.co/lq37V0uCb6', 'indices': [0, 23]}]",[],False,False,False,False,False,False,False,False,False,5174,0,5174,1794,1974,36,244,8115,False,none,[]
1777412178829525121,Mon Apr 08 19:04:20 +0000 2024,2024-04-08 19:04:20+00:00,"@BetKingNG Al Hilal for the win 

#SaudiCup #BetKing #ThatFeeling",en,1777354892052418900,False,,,,,0,,0,0,False,45,0,1712606660000,False,False,5,EnabledWithCount,,,,"['SaudiCup', 'BetKing', 'ThatFeeling']",,False,,,[],"@BetKingNG Al Hilal for the win 

#SaudiCup #BetKing #ThatFeeling",614487381,Thu Jun 21 15:38:45 +0000 2012,OLUWATOBI 💯🧘‍♂️,matthew_tobi,https://pbs.twimg.com/profile_images/1724008729446633472/HDw7mgal_normal.jpg,https://pbs.twimg.com/profile_banners/614487381/1685534721,,,,[],,[],False,False,False,True,True,False,True,False,True,2144,0,2144,4160,332591,6,81,120107,False,none,[]
